"Kod::code";"Nazwa::name";"Waluta::currency_iso";"Kurs::currency_exchange";"Vat::vat_value";"Cena netto::price_netto";"Cena brutto::price_brutto";"Stara cena netto::old_price_netto";"Stara cena brutto::old_price_brutto";"Cena hurt A netto::wholesale_a_netto";"Cena hurt A brutto::wholesale_a_brutto";"Cena hurt B netto::wholesale_b_netto";"Cena hurt B brutto::wholesale_b_brutto";"Cena hurt C netto::wholesale_c_netto";"Cena hurt C brutto::wholesale_c_brutto";"Aktywny::active";"Opis::description";"Opis skrócony::short_description";"Opis do wyszukiwania::search_keywords";"Zdjęcia::product_images";"Waga::weight";"Ukryj cenę::hide_price";"Jednostka miary::uom";"Minimalna ilość::min_qty";"Maksymalna ilość::max_qty";"Wielokrotność ilości::step_qty";"Sprawdzaj stan magazynowy::is_stock_validated";"Zezwalaj na części dziesiętne w ilości::stock_in_decimals";"Zarządzaj magazynem z opcjami produktu::stock_managment";"Maksymalny rabat::max_discount";"Czas realizacji::execution_time";"Kod producenta::man_code";"Cena w punktach::points_value";"Zarobione punkty::points_earn";"Produkt tylko za punkty::points_only";"Priorytet::priority";"Ilość jednostki miary (jednostka)::bpum_default_id";"Ilość jednostki miary::bpum_default_value";"Prezentuje cenę dla (jednostka)::bpum_id";"Prezentuje cenę dla::bpum_value";"Polecane produkty::product_recommend";"Szerokość::width";"Wysokość::height";"Głębokość::depth";"Koszt dostawy::delivery_price";"Dostawy::deliveries";"Atrybuty - tytuł::attributes_label";"Dodatkowy opis::description2";"Akcesoria::product_accessories";"Dostepnosc::product_availability";"Ceneo::product_ceneo";"Magazyn::product_depository";"Google Shopping::google_shoppinig";"Kod MPN::mpn_code";"Grupa cenowa::group_price";"Pozycjonowanie_Tytuł::positioning_title";"Pozycjonowanie_Słowa_Kluczowe::positioning_keywords";"Pozycjonowanie_Opis::positioning_desc";"Nokaut::product_nokaut";"Okazje::product_okazje";"Opcje_produktu::product_options";"Radar::product_radar";"Skąpiec::product_skapiec";"Sklepy24::product_sklepy24";"Kategorie::product_categories";"Producent::product_producer"
"7120645";"GRA ZBUDUJ MUR 27 X 27 CM.";"PLN";"";"23.00";"19.99";"24.59";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"<!--[mode:tiny]--><p>GRA ZBUDUJ MUR 27 X 27 CM.</p>";"";"https://icom-poland.com/media/products/da5ddc232922dbc1eb456619c9f63994/images/7120645.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927120645086";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"161.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Gry Planszowe ";"Icom Poland"
"7141802";"GRA MINI BINGO 21 x 21 x 4,5 cm.";"PLN";"";"23.00";"8.49";"10.44";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Gra bingo. Zawartość: 2 plansze do gry, plansza do kręcenia, 36 rzetonów. Produkt nie potrzebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/36f6887862ee7227f62bd8a73ea7a416/images/7141802.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927141802086";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"159.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Gry Planszowe ";"Icom Poland"
"DD019162";"GRA SZALONY DOKTOR 18 X 13 X 3,5 CM.";"PLN";"";"23.00";"11.29";"13.89";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"GRA SZALONY DOKTOR 18 X 13 X 3,5 CM.";"";"https://icom-poland.com/media/products/e24401f6ba84c6be1e3d862c461b6497/images/DD019162.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806081068";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"149.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Gry Planszowe ";"Icom Poland"
"7141793";"GRA MINI W KOŚCI 20,5 x 13 x 7 CM.";"PLN";"";"23.00";"7.99";"9.83";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Gra w kości. Zawartość: kubeczek, 6 kostek do gry, notatnik na punkty. Produk nie potrzebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/0cdeb656c5061e78458e26a6c98cdb71/images/7141793.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927141793087";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"219.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Gry Planszowe ";"Icom Poland"
"7142692";"GRA W SEGREGOWANIE ODPADÓW DO NAUKI ANGIELSKIEGO";"PLN";"";"23.00";"23.99";"29.51";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"GRA W SEGREGOWANIE ODPADÓW DO NAUKI ANGIELSKIEGO";"";"https://icom-poland.com/media/products/6922f5ef7c3c53efba4788418e9eb628/images/7142692.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927142692082";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"319.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Gry Planszowe ";"Icom Poland"
"DD014118";"GRA SZACHY 14,5 X 14,5 CM.";"PLN";"";"23.00";"2.99";"3.68";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Gra magnetycza szachy. Produkt nie potrzebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia. 
";"";"https://icom-poland.com/media/products/284bde59b564b86cc9e81fb2ee90a0f8/images/DD014118.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601607210957";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"320.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Gry Planszowe ";"Icom Poland"
"7141801";"GRA MINI KÓŁKO I KRZYŻYK 21 x 21 x 4,5 cm.";"PLN";"";"23.00";"8.49";"10.44";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"GRA MINI KÓŁKO I KRZYŻYK 21 x 21 x 4,5 cm.";"";"https://icom-poland.com/media/products/61cd841a0ff7c4d77644de9ffc78a64c/images/7141801.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927141801089";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"410.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Gry Planszowe ";"Icom Poland"
"7141785";"GRA MINI MEMORY 23 X 15 x 4,5 CM.";"PLN";"";"23.00";"6.19";"7.61";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"GRA MINI MEMORY 23 X 15 x 4,5 CM.";"";"https://icom-poland.com/media/products/45e84fda3d41fd45c3154c1b7e50c405/images/7141785.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927141785082";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"519.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Gry Planszowe ";"Icom Poland"
"7141790";"GRA MINI DOMINO OBRAZKOWE 23 x 15 x 4,5 cm.";"PLN";"";"23.00";"4.79";"5.89";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"GRA MINI DOMINO OBRAZKOWE 23 x 15 x 4,5 cm.";"";"https://icom-poland.com/media/products/51e1a0a370220342d5df75e306175b04/images/7141790.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927141790086";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"559.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Gry Planszowe ";"Icom Poland"
"DD014675";"Karty do gry 54 listki";"PLN";"";"23.00";"1.19";"1.46";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"<!--[mode:tiny]--><p>Karty do gry 54 listki. Produkt nie potrzebuje baterii. Zabawka przeznaczona dla dzieci powyżej 3 roku życia.</p>";"";"https://icom-poland.com/media/products/4521a30174f594e081c70276fa93d39e/images/DD014675.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601503100116";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"1266.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Gry Planszowe ";"Icom Poland"
"7037871";"ZESTAW SNOOKER 37X46X3,5";"PLN";"";"23.00";"17.69";"21.76";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"ZESTAW SNOOKER 37X46X3,5";"";"https://icom-poland.com/media/products/6246fe8535b8e356bf9305e327b45460/images/7037871.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927037871080";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"6.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Gry stołowe ";"Icom Poland"
"7080703";"PIŁKARZYKI NA SPRĘŻYNKACH 38,5 X 26,5 X 13 CM.";"PLN";"";"23.00";"19.99";"24.59";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"PIŁKARZYKI NA SPRĘŻYNKACH 38,5 X 26,5 X 13 CM.";"";"https://icom-poland.com/media/products/fdc11da8ce92494f20d5094bde0c6a3f/images/7080703.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927080703086";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"0.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Gry stołowe ";"Icom Poland"
"EB032664";"GRA PIŁKARZE";"PLN";"";"23.00";"61.99";"76.25";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"<!--[mode:tiny]--><p>GRA PIŁKARZE</p>";"";"https://icom-poland.com/media/products/5500166f330a290ebd99cc6dddb53afe/images/EB032664.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601510234545";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"20.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Gry stołowe ";"Icom Poland"
"7080704";"PIŁKARZYKI NA SPRĘŻYNKACH 53,5 X 37 X 15 CM.";"PLN";"";"23.00";"34.99";"43.04";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"PIŁKARZYKI NA SPRĘŻYNKACH 53,5 X 37 X 15 CM.";"";"https://icom-poland.com/media/products/5c660291a6a45482115f5dbc7c817c4d/images/7080704.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927080704083";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"123.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Gry stołowe ";"Icom Poland"
"7124602";"GRA ELEKTRONICZNA 16 CM. NA KARCIE ";"PLN";"";"23.00";"11.99";"14.75";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"GRA ELEKTRONICZNA 16 CM. NA KARCIE";"";"https://icom-poland.com/media/products/f54357076c8194e121b43d3a7f9fdbc8/images/7124602.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927124602085";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"19.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Gry elektroniczne ";"Icom Poland"
"DD019226";"GRA ELEKTRONICZNA MEMORY 18,5 X 14,5 X 4 CM";"PLN";"";"23.00";"9.99";"12.29";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"<!--[mode:tiny]--><p>GRA ELEKTRONICZNA MEMORY 18,5 X 14,5 X 4 CM</p>";"";"https://icom-poland.com/media/products/deb1a424cd07d80adee413f2dd27a8f3/images/DD019226.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806081303";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"255.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Gry elektroniczne ";"Icom Poland"
"DD019230";"GRA ELEKTRONICZNA MEMORY 14 X 14 X 3,5 CM";"PLN";"";"23.00";"8.99";"11.06";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"<!--[mode:tiny]--><p>GRA ELEKTRONICZNA MEMORY 14 X 14 X 3,5 CM</p>";"";"https://icom-poland.com/media/products/39e3dcf3f6084e0dedf5fde278a0781b/images/DD019230.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806081310";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"245.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Gry elektroniczne ";"Icom Poland"
"7124656";"GRA ELEKTRONICZNA 14,5 X 6,5 X 2,5 CM.";"PLN";"";"23.00";"4.99";"6.14";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"<!--[mode:tiny]--><p>GRA ELEKTRONICZNA 14,5 X 6,5 X 2,5 CM.</p>";"";"https://icom-poland.com/media/products/95da5f7dc9d42a9a2bcfe91493855eb3/images/7124656.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927124656088";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"408.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Gry elektroniczne ";"Icom Poland"
"EA010970";"Pudełko matematyczne 72el.";"PLN";"";"23.00";"8.99";"11.06";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Pudełko matematyczne 72el.";"";"https://icom-poland.com/media/products/47cf24bf9d969ef2d842fbd87e627ac8/images/EA010970.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601405200945";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"0.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Tablice, liczydełka i układanki drewniane ";"Icom Poland"
"EA015364";"TABLICA DREWNIANA MAGNETYCZNA DWUSTRONNA 34 X 23,5";"PLN";"";"23.00";"17.19";"21.14";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"TABLICA DREWNIANA MAGNETYCZNA DWUSTRONNA 34 X 23,5";"";"https://icom-poland.com/media/products/846a4e66ed7e4fd4a1acdf54bcca7bec/images/EA015364.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806080924";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"0.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Tablice, liczydełka i układanki drewniane ";"Icom Poland"
"CK001000";"UKŁADANKA DREWNIANA 26 x 8 x 8 cm.";"PLN";"";"23.00";"10.99";"13.52";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"UKŁADANKA DREWNIANA 26 x 8 x 8 cm.";"";"https://icom-poland.com/media/products/54be00fd76460d3c2851262a2202fd6c/images/CK001000.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601301290606";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"1.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Tablice, liczydełka i układanki drewniane ";"Icom Poland"
"CK003499";"LICZYDEŁKO + KLOCKI 27 X 19 X 3 CM.";"PLN";"";"23.00";"17.19";"21.14";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"LICZYDEŁKO + KLOCKI 27 X 19 X 3 CM.";"";"https://icom-poland.com/media/products/dddddece544bc66fe129cbc2a429f770/images/CK003499.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601510234866";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"32.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Tablice, liczydełka i układanki drewniane ";"Icom Poland"
"EA008287";"LICZYDEŁKO";"PLN";"";"23.00";"5.79";"7.12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"LICZYDEŁKO";"";"https://icom-poland.com/media/products/f578a7f1d1fe40b70a92594abea45b30/images/EA008287.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601302080039";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"10.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Tablice, liczydełka i układanki drewniane ";"Icom Poland"
"7138928";"PUZZLE DREWNIANE WĄŻ 26 X 19 CM.";"PLN";"";"23.00";"9.99";"12.29";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"PUZZLE DREWNIANE WĄŻ 26 X 19 CM.";"";"https://icom-poland.com/media/products/b8c97bd3ba603e3b03bd5c1c65f395e6/images/7138928.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927138928089";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"39.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Tablice, liczydełka i układanki drewniane ";"Icom Poland"
"7132927";"TABLICA MAGNETYCZN Z MIĘKKIMI LITERKAMI30X22X4,5cm";"PLN";"";"23.00";"18.49";"22.74";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"TABLICA MAGNETYCZN Z MIĘKKIMI LITERKAMI30X22X4,5cm";"";"https://icom-poland.com/media/products/30dfd9129351b90e1f1cd03c04951680/images/7132927.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927132927088";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"67.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Tablice, liczydełka i układanki drewniane ";"Icom Poland"
"CK002205";"Puzzle drewniane 20el. 18 x 15 cm.";"PLN";"";"23.00";"2.59";"3.19";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"Puzzle drewniane 20el. 18 x 15 cm.";"";"https://icom-poland.com/media/products/fb8f06f570210d165a2b1676cf534ddf/images/CK002205.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601405200433";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"73.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Tablice, liczydełka i układanki drewniane ";"Icom Poland"
"7132928";"TABLICA MAGNETYCZN Z MIĘKKIMI LITERKAMI30X22X4,5cm";"PLN";"";"23.00";"17.59";"21.64";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"TABLICA MAGNETYCZN Z MIĘKKIMI LITERKAMI30X22X4,5cm";"";"https://icom-poland.com/media/products/5ce0a8c9f4bf3b669f2e6912e628d82c/images/7132928.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"6927132928085";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"68.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Tablice, liczydełka i układanki drewniane ";"Icom Poland"
"CK005498";"PUZZLE DREWNIANE LOKOMOTYWA 26 X 19 X 2 CM.";"PLN";"";"23.00";"8.99";"11.06";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"PUZZLE DREWNIANE LOKOMOTYWA 26 X 19 X 2 CM.";"";"https://icom-poland.com/media/products/7785e2af6387f9e8fa00819cd0c0fc82/images/CK005498.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806080535";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"122.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Tablice, liczydełka i układanki drewniane ";"Icom Poland"
"CK004721";"PUZZLE DREWNIANE KRÓWKA 25 X 16 CM.";"PLN";"";"23.00";"9.99";"12.29";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"PUZZLE DREWNIANE KRÓWKA 25 X 16 CM.";"";"https://icom-poland.com/media/products/a2ae26941e655ab80ac0362dc0da4efd/images/CK004721.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601607214122";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"136.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Tablice, liczydełka i układanki drewniane ";"Icom Poland"
"CK005495";"PUZZLE DREWNIANE KOTEK 30 X 20 X 2 CM.";"PLN";"";"23.00";"8.99";"11.06";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"PUZZLE DREWNIANE KOTEK 30 X 20 X 2 CM.";"";"https://icom-poland.com/media/products/6958d5441391666c7025562e3a46bfd2/images/CK005495.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806080504";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"154.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Tablice, liczydełka i układanki drewniane ";"Icom Poland"
"CK005496";"PUZZLE DREWNIANE MOTYL 25 X 18 X 2 CM.";"PLN";"";"23.00";"8.99";"11.06";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"1";"";"PUZZLE DREWNIANE MOTYL 25 X 18 X 2 CM.";"";"https://icom-poland.com/media/products/b6c265995889b9d106c8d56d03b26a03/images/CK005496.jpg";"0.00";"0";"szt.";"1.00";"0.00";"0.00";"1";"0";"1";"100.00";"";"8601806080511";"0";"0";"0";"0";"0";"0.00";"0";"0.00";"";"0.00";"0.00";"0.00";"0.00";"";"";"";"";"";"0";"178.00";"0";"";"";"";"";"";"0";"0";"";"0";"0";"0";"OFERTA|TOYS 4 ALL|GRY, KLOCKI I UKŁADANKI RÓŻNE  |Tablice, liczydełka i układanki drewniane ";"Icom Poland"
